,id,text,annotations
322,143059118427611136,"""au moins, Miss Guadeloupe fait un truc utile"" #missfrance","{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['utile']}"
323,143059128758185984,#MissFrance Miss Guadeloupe ça passe,"{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['passe']}"
324,143059135162888192,"Miss Guadeloupe est mignone, mais y'a mieux #MissFrance","{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}, {'name': 'Miss Guadeloupe', 'opinion': 'negative'}], 'negative_keywords': ['mieux'], 'positive_keywords': ['mignone']}"
325,143059139927621633,#MissFrance +1 pour Miss Languedoc,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
326,143059145925472256,"Miss Guadeloupe, une pensée pour Audrey ! #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
327,143059146844028928,#MissFrance Tsaaaaa Miss Languedoc,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
328,143059151986245632,"Delon légèrement sénile.. Incapable de se souvenir des noms des membres du jury.. ""Sophie Essaidi ?!"" ""Le p'tit Brogniart !"" #MissFrance","{'topics': [{'name': 'Delon', 'opinion': 'negative'}], 'negative_keywords': ['sénile'], 'positive_keywords': []}"
329,143059156822261760,"Vue la jurisprudence, un mec  qui inscrit sa copine à Miss France veut rompre #cqfd #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
330,143059163726086145,Miss Guadeloupe = beyonçou #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
331,143059164837584897,Miss Poitou Charente est jolie ! #TF1,"{'topics': [{'name': 'Miss Poitou Charente', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
332,143059173368791040,"J'aime pas du tout les émissions comme Miss France mais comme tout les gens dans mon cas, je regarde quand même #TF1","{'topics': [{'name': 'émissions comme Miss France', 'opinion': 'negative'}], 'negative_keywords': ['pas aime'], 'positive_keywords': ['aime']}"
333,143059182998925312,Pourquoi Lorie est toute nue sur le plateau de TF1 ? ça te casse un mythe ! J’espère que ses fans de 12 sont au lit...  #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
334,143059206558322688,Alors elle Miss Poitou-Charentes non ! #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
335,143059206948401152,Miss Poitou-Charente est.. moche. #missfrance,"{'topics': [{'name': 'Miss Poitou-Charente', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
336,143059215412494336,Pour le moment mon coup de coeur c'est Miss Languedoc elle est sublime ! #MissFrance,"{'topics': [{'name': 'Miss Languedoc', 'opinion': 'positive'}, {'name': 'Miss Languedoc', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['sublime', 'coeur']}"
337,143059217174106112,Miss Gwada tu ne passeras pas dsl  #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
338,143059236673429504,"Quelqu'un peut me dire quel est le hashtag ""officiel"" pour l'élection des Miss France? #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
339,143059239328432128,Je regarderai #MissFrance quand Christian Jean-Pierre aura remplacé Foucault ! #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
340,143059251710001152,Miss Poitou Charente elle est belle #MissFrance,"{'topics': [{'name': 'Miss Poitou Charente', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
341,143059257212940289,Beaucoup sont plus belles sans le sourire en fait. #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
342,143059261893787648,Miss Poitou Charentes: Hm ... Non j'aime pas. #MissFrance,"{'topics': [{'name': 'Miss Poitou Charentes', 'opinion': 'negative'}], 'negative_keywords': ['pas aime'], 'positive_keywords': ['aime']}"
343,143059271364513792,#MissFrance !! Miss Languedoc est super !!,"{'topics': [{'name': 'Miss Languedoc', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['super']}"
344,143059280558428160,"Miss Poitou Charentes, boudeuse. #MissFrance #TF1","{'topics': [{'name': 'Miss Poitou Charentes', 'opinion': 'negative'}], 'negative_keywords': ['boudeuse'], 'positive_keywords': []}"
345,143059290842865664,"Miss Poitou-Charentes. ""Un caractère bien trempé... et boudeuse. #MissFrance, un défi à relever""","{'topics': [{'name': 'Miss Poitou-Charentes', 'opinion': 'negative'}], 'negative_keywords': ['boudeuse'], 'positive_keywords': []}"
346,143059302561751040,Miss Lorraine : Moche #MissFrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
347,143059322363068416,Miss Poitou Charente est très banal #MissFrance,"{'topics': [{'name': 'Miss Poitou Charente', 'opinion': 'negative'}], 'negative_keywords': ['banal'], 'positive_keywords': []}"
348,143059322711191552,"""j'ai un caractère bien trempé"" Miss Poitou Charentes... classique #missfrance","{'topics': [{'name': 'Miss Poitou Charentes', 'opinion': 'negative'}], 'negative_keywords': ['classique'], 'positive_keywords': []}"
349,143059339257716737,Lorraine : banale. #MissFrance,"{'topics': [{'name': 'Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['banale'], 'positive_keywords': []}"
350,143059340054642688,Elle est magnifique Miss Guadeloupe ! :) #TF1,"{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifique']}"
351,143059341942075393,Miss lorraine t'es moche hein #MissFrance,"{'topics': [{'name': 'Miss lorraine', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
352,143059344936812544,Miss Poitou-Charentes... y'a de plus jolies filles dans la région. #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
353,143059350301310976,"Je regarde pas MissFrance, mais je suppose que, comme tous les ans, la Miss Corse sera moche. --'","{'topics': [{'name': 'Miss Corse', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
354,143059350569762817,"Miss Lorraine, belle. #Missfrance","{'topics': [{'name': 'Miss Lorraine', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
355,143059355128963074,Miss Lorraine je ne cautionne pas du tout j'aime pas du tout franchement #missfrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}, {'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['pas', 'pas aime'], 'positive_keywords': ['aime']}"
356,143059355397394432,Miss Lorraine est laide putain de merde ! OO #TF1,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['laide'], 'positive_keywords': []}"
357,143059365933486080,Goooo! Miss Guadeloupe #MissFrance #TF1,"{'topics': [{'name': 'Miss Guadeloupe', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['goooo']}"
358,143059366067712000,Lorraine : bof #missfrance,"{'topics': [{'name': 'Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['bof'], 'positive_keywords': []}"
359,143059366709444608,Miss Poitou Charentes a un caractère bien trempé #beurre #tartines #poitoucharente #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
360,143059369762893825,Elle est moche la Miss Lorraine. On va pas gagner c'est sur. #MissFrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
361,143059375567814656,Miss Lorraine on dirait qu'elle a 40 ans ! #MissFrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['ans'], 'positive_keywords': []}"
362,143059389778116608,"Maud, Miss Lorraine, 3 bites, 9/20 #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
363,143059392793812992,Cette année Miss Tahiti s'appellera t-elle encore Maeva ? #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
364,143059399664082944,Miss Lorraine ! C'est une blague ? x) #TF1,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['blague'], 'positive_keywords': []}"
365,143059405867462656,Miss Poitou-Charente. T'es moche ! #MissFrance,"{'topics': [{'name': 'Miss Poitou-Charente', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
366,143059411060006912,Miss Lorraine a 21 ans mais en parait 35. Rendons la l'Alsace et la Lorraine aux Boches ! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
367,143059414868439040,Miss Languedoc charmante ! #missfrance,"{'topics': [{'name': 'Miss Languedoc', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['charmante']}"
368,143059415891845120,"Non Non , Miss Lorraine non plus ! #missfrance","{'topics': [{'name': 'Miss Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['non'], 'positive_keywords': []}"
369,143059422481100800,Ohhh les dents de miss Lorraine! Omg #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
370,143059433902186496,"Miss lorraine est moche, honte a ma ville ! #MissFrance","{'topics': [{'name': 'Miss lorraine', 'opinion': 'negative'}, {'name': 'ma ville', 'opinion': 'negative'}], 'negative_keywords': ['moche', 'honte'], 'positive_keywords': []}"
371,143059438868246528,Apparemment y'a pas de dentistes en Lorraine !  #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
372,143059439858098176,#MissFrance Miss Lorraine : Miss Marc Dorcel!,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
373,143059440294297600,"Merde la #MissLorraine est vraiment moche , ma région :'( #MissFrance","{'topics': [{'name': 'MissLorraine', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
374,143059448259293185,Elle est belle Miss Lorraine #MissFrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
375,143059451862196224,"""miss Lorraine, elle aime les quiches"" mais qui a dit ça?? #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
376,143059477627809793,J'aime pas Lorraine... #MissFrance #TF1,"{'topics': [{'name': 'Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['pas aime'], 'positive_keywords': ['aime']}"
377,143059477892046848,Miss Champagne-Ardenne : Moche #MissFrance,"{'topics': [{'name': 'Miss Champagne-Ardenne', 'opinion': 'negative'}], 'negative_keywords': ['moche'], 'positive_keywords': []}"
378,143059479460716544,Si t'es alors élue tu vas verser combien de litres de larmes? #MissLorraine #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
379,143059479968227328,Nous aussi on est très surpris #MissLorraine que tu aies été élu miss #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
380,143059484447748097,Mouais...pas très convaincue de la Lorraine...#MissFrance,"{'topics': [{'name': 'Lorraine', 'opinion': 'negative'}], 'negative_keywords': ['pas convaincue'], 'positive_keywords': ['convaincue']}"
381,143059485085286401,Miss Lorraine est assez belle. #MissFrance #TF1,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
382,143059485492121601,L'autre qui débarque avec une robe saucisson vert dégueulasse ...#MissFrance,"{'topics': [{'name': 'robe', 'opinion': 'negative'}, {'name': 'robe', 'opinion': 'negative'}], 'negative_keywords': ['saucisson', 'dégueulasse'], 'positive_keywords': []}"
383,143059487056596993,#missfrance miss Lorraine ca va!,"{'topics': [{'name': 'miss Lorraine', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['va']}"
384,143059487899648001,"Alain Delon = DSK (Voire, Alain Delon &gt;&gt;&gt;&gt;&gt; DSK) #VousSavezPasVous #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
385,143059493553577986,#MissFrance : Lorraine : FRANGE SPOTTED!!! ^w^,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
386,143059498070835201,Miss France sur #TF1 chez moi à Brest !,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
387,143059523698049024,Miss Champagne-Ardenne c'est quoi ce truc elle est pas terrible #missfrance,"{'topics': [{'name': 'Miss Champagne-Ardenne', 'opinion': 'negative'}], 'negative_keywords': ['pas terrible'], 'positive_keywords': ['terrible']}"
388,143059532589961216,#MissFrance si elle à pleurer autant car elle est miss Lorraine j'imagine pas si elle est miss france !!,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
389,143059537694433281,Ah si Miss Lorraine est jolie #MissFrance,"{'topics': [{'name': 'Miss Lorraine', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
390,143059557369905152,Miss Champagne-Ardenne est vraiment belle. #TF1,"{'topics': [{'name': 'Miss Champagne-Ardenne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
391,143059570900746240,Languedoc : oui. / Pas de calais : non / Guadeloupe : non /poitou-charente : peut etre / Lorraine : non / Champagne : Mouais bof #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
392,143059588005109761,Miss Champagne-Ardenne. Elle dessine. #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
393,143059608276185088,"Ce que je préfère tous les ans, c'est les musiques qu'on entend dans les portraits ! #MissFrance","{'topics': [{'name': 'musiques', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['préfère']}"
394,143059610234925056,Pour l'instant que #MissLanguedoc apres les autre banale ! #MissFrance . Go les miss du sud,"{'topics': [{'name': 'les miss du sud', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['go']}"
395,143059617033883648,"Miss Champagne-Ardenne, pas mal #TF1","{'topics': [{'name': 'Miss Champagne-Ardenne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mal']}"
396,143059629017018368,Elle est jolie Miss Champagne Ardenne. #missfrance,"{'topics': [{'name': 'Miss Champagne Ardenne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
397,143059636940046336,Champagne Ardennes : ballon de rugby. #MissFrance,"{'topics': [{'name': 'Champagne Ardennes', 'opinion': 'negative'}], 'negative_keywords': ['rugby'], 'positive_keywords': []}"
398,143059637200105472,"Miss Champagne, championne du naturel ""mes atouts seraient mon sourire et mon côté dynamique"" #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
399,143059637476925442,miss languedoc trés jolie #missfrance,"{'topics': [{'name': 'miss languedoc', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
400,143059638382903297,Miss Champagne-Ard : on a connu pire! #MissFrance,"{'topics': [{'name': 'Miss Champagne-Ard', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['pire']}"
401,143059641616699392,#MissFrance Miss Champagne Ardène est super belle :O ! Et étudiante en graphisme en plus :D,"{'topics': [{'name': 'Miss Champagne Ardène', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
402,143059644598845440,Sourire un atout avec ses dents jaune #Missfrance,"{'topics': [{'name': 'dents', 'opinion': 'negative'}], 'negative_keywords': ['jaune'], 'positive_keywords': []}"
403,143059649657192449,Miss France ou l'émission où toutes les filles peuvent critiquer sans modération. #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
404,143059655545995264,Miss Champagne why not  #MissFrance,"{'topics': [{'name': 'Miss Champagne', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['not']}"
405,143062087751573505,"Miss Normandie ,elle est bof quoi ... #MissFrance","{'topics': [{'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['bof'], 'positive_keywords': []}"
406,143062088884031488,On peut pas faire un cumul des mandats pour Laury Thilleman en fait ? #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
407,143062089286696960,elle est jolie miss normandie #missfrance,"{'topics': [{'name': 'miss normandie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
408,143062091094429697,La Miss Normandie est pas moche ! #TF1,"{'topics': [{'name': 'Miss Normandie', 'opinion': 'positive'}], 'negative_keywords': ['pas moche'], 'positive_keywords': ['moche']}"
409,143062091744559104,"Miss Normandie, trop banale je trouve ! #MissFrance","{'topics': [{'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['banale'], 'positive_keywords': []}"
410,143062109964615680,Elle est belle miss normandie #tf1,"{'topics': [{'name': 'miss normandie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
411,143062115085844480,Miss Normandie cours sur la plage pieds nus #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
412,143062127186411521,On gagnera pas cette année. #MissNormandie #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
413,143062132471234560,"-Miss Normandie, non mais arrête tout là ! Pareil pour Miss Guyane ! #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
414,143062135042355200,Miss Midi-Pyrenées est plus bronzée que Miss St Pierre. Tout est normal #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
415,143062135965097984,Miss Guyane est pas trés jolie #Tf1,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'negative'}], 'negative_keywords': ['pas jolie'], 'positive_keywords': ['jolie']}"
416,143062146803171328,Normandie! #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
417,143062148388634624,Miss camembert #Normandie #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
418,143062148971630592,"Miss Midi-Pyrénées est très jolie. C'est normal, elle vient de Toulouse. Comme moi. :-) #MissFrance","{'topics': [{'name': 'Miss Midi-Pyrénées', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['jolie']}"
419,143062159155412993,"Miss Normandie est magnifique, gosh #missfrance","{'topics': [{'name': 'Miss Normandie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['magnifique']}"
420,143062161428709376,Miss Guyane passable #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['passable']}"
421,143062162095607808,Elle est belle la Normandie ! #tf1,"{'topics': [{'name': 'Normandie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
422,143062167233630208,#MissFrance Miss Guyane me fait penser à Rihanna Oo,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
423,143062173764161536,HAHAHAHAHAHAHA T'es hideuse meuf . #missfrance Miss Guyane,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'negative'}], 'negative_keywords': ['hideuse'], 'positive_keywords': []}"
424,143062174087127040,Comment vous saurez que chez moi on a voté pour Miss Guadeloupe? Mon Papa va le voir sur la facture x) #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
425,143062178134634496,"Miss Guyane, nan nan nan ! #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
426,143062179820744704,Miss Guyane : mignone #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mignone']}"
427,143062180990947328,Elle est belle Miss Guyane #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
428,143062187093659648,Miss Guyane est mignonne #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mignonne']}"
429,143062188628787200,Miss Guyane alias Edward Cullen ! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
430,143062190625259520,Miss Guyane est pas mal. #missfrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mal']}"
431,143062195264176129,Miss Guyane et belle #tf1,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
432,143062203069771776,"Miss Guyane, je dis non #TF1","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
433,143062209860337664,"Anaële, Miss Guyane, 3 bites, 14/20 #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
434,143062210548203521,"Miss Guyane, cute girl #MissFrance","{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['cute']}"
435,143062211001200642,Miss Guyane et ben j'aime bien elle est mignonne et je pense qu'elle sera dans les 12 #missfrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}, {'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mignonne', 'aime']}"
436,143062212267868160,Miss Guyane est une insulte pour tout les noirs #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'negative'}], 'negative_keywords': ['insulte'], 'positive_keywords': []}"
437,143062213203202048,Mdrr la chanson exotique pour Miss Guyane #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
438,143062219540795392,Miss Guyane est toute mimi. Aww. #missfrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mimi']}"
439,143062220471939072,Midi pyrénées et Normandie j'aime bien !!! #MissFrance #MissFrance2012 #TF1,"{'topics': [{'name': 'Normandie', 'opinion': 'positive'}, {'name': 'Midi pyrénées', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['aime', 'aime']}"
440,143062227140874240,Miss Guyane j'adore ! #missfrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['adore']}"
441,143062241418289152,"Miss Guyane, simplement non, tu me fais penser à Manaudou #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
442,143062243234414592,Elle est belle Miss Guyane ;) #TF1,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['belle']}"
443,143062258640101376,Miss Guyane est mignonnes :) #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mignonnes']}"
444,143062268882591745,#MissFrance Miss Guyane : level assuré deh,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
445,143062277694832642,Miss Guyane tu vas pas aller bien loin #MissFrance #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
446,143062288167997441,"STOP aux clichés : ""Devenir Miss France est un rêve de petite fille"" #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
447,143062300851576832,Waouh! “@LeTelegramme: Miss Guadeloupe est pompier volontaire. #MissFrance”,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
448,143062314944434176,#MissFrance Miss guyane!! Trop trop beeeeelle !! #TF1,"{'topics': [{'name': 'Miss guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['beeeeelle']}"
449,143062320216686592,Miss Guyane a la coupe de Rihanna il y a 2 jours. So yesterday. #OUT #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
450,143062320346701824,Miss Guyane me fait penser a Rihanna. #MF #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
451,143062329066663936,"Miss Guyane représente les blacks ! Wé ! En plus fan d'athlé, Black jusqu'au bout ! #stereotype #missFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
452,143062333168693248,Miss Guyane élimine ses toxines. #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
453,143062333982392320,Miss Guyane est pas très belle ! #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'negative'}], 'negative_keywords': ['pas belle'], 'positive_keywords': ['belle']}"
454,143062334095638528,Miss Normandie est mimi. #MissFrance,"{'topics': [{'name': 'Miss Normandie', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['mimi']}"
455,143062338612903936,Miss Guyane petit air sympa non? #MissFrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['sympa']}"
456,143062338889719809,Miss Guyane j'aime bien :) #missfrance,"{'topics': [{'name': 'Miss Guyane', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['aime']}"
457,143062349799100416,Miss Guyane aka Rhianna ! #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
458,143062350721855488,"Miss Normandie, ouai, c'est pas la pire, elle nous fait pas trop honte. #missfrance","{'topics': [{'name': 'Miss Normandie', 'opinion': 'positive'}, {'name': 'Miss Normandie', 'opinion': 'negative'}], 'negative_keywords': ['pas honte', 'honte'], 'positive_keywords': ['pire']}"
459,143062360377143296,Miss Poitou-Charentes 2011 - Miss France 2012 - MYTF1 http://t.co/oeM7q3Wu,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
460,143062372242825216,se balader en foret avec une robe pareil? avec tout ce qu'on entend? #pasbien #missorléanais  #missfrance,"{'topics': [{'name': 'missorléanais', 'opinion': 'negative'}], 'negative_keywords': ['pasbien'], 'positive_keywords': []}"
461,143062379222142976,Miss Normandie est blonde. #cheh #missfrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
462,143062381952630785,"Des LT à foison sur l'élection de Miss France ce soir, hou yeah ! \o/ Heureusement que je vis pas en France #missfrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
463,143062396070658049,Hey hey heyyyy hey heyyyyy hey hey hey hey hey heyyyy (La chanson de Pokora pour ceux qu'avaient pas deviné) #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
464,143062434930888706,"La tête de Miss Normandie, ma région n'a aucune chance de gagner. #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
465,143062435396464640,"""Le sport me permet d'éléminer les toxines"" #MissGuyane #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
466,143062444913328128,"Non, je ne regarde #MissFrance. Je trouve ça inutile. La meuf elle est payée 4000€ par mois pour.. sourire.","{'topics': [{'name': 'MissFrance', 'opinion': 'negative'}], 'negative_keywords': ['inutile'], 'positive_keywords': []}"
467,143062465465421824,“@katiaphone4: Miss france ... Ma mère et moi on aime trop critiquer ( c pas bien mdr ) je t'aime maman #TF1” Lool #lamemeprmoi #smaif,"{'topics': [{'name': 'critiquer', 'opinion': 'positive'}], 'negative_keywords': [], 'positive_keywords': ['aime']}"
468,143062484390133761,"Le gros cliché la chanson ""À nos actes manqués"" de M. pokora quand c'est une renoi qui passe mdr #missfrance","{'topics': [{'name': 'chanson À nos actes manqués', 'opinion': 'negative'}], 'negative_keywords': ['cliché'], 'positive_keywords': []}"
469,143062486457909248,Bon j'attends le portrait de miss Bretagne #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
470,143062489440059392,"Si les startups françaises pitchaient comme les MissFrance, ce serait … #MissFrance","{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
471,143062491851796480,Et quand t'entendra pas ton nom dans les finalistes crois y. #TF1,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
472,143062508993908737,Sauve qui peut devant Miss Bourgogne !!!!!!! #MissFrance,"{'topics': [], 'negative_keywords': [], 'positive_keywords': []}"
